"caption","url","ownerFullName","ownerUsername","timestamp","locationName","likesCount","commentsCount"
"If we want to achieve our goal, then let us empower ourselves with the weapon of knowledge and let us shield ourselves with unity and togetherness.
-
#peace #war #education #future #sustainability #stopwar #environment #socialsustainability #isreal #gaza #ukraine #usa #school #kids #betterlife #🕊","https://www.instagram.com/p/CzdNDHtvjo-/","Adeena Asif Mukadam","adeenasupergirl","2023-11-10T06:58:34.000Z","United Arab Emirates","1","0"
"In a time of chaos & vulgarity I give you my little friend from 11th Ave, Vancouver BC 🇨🇦 style ✌🏼!

#peace #love #hope #stop #freedom #children #kids #babies #bombs #death #wtf #stopwar #stopgenocide #genocide #stophate #freeeveryone #freepalestine #onelove #canwealljustgetalong #✌🏼","https://www.instagram.com/p/Czc7TNRr2gN/","Daniel Gautreau","danieltv55","2023-11-10T04:23:29.000Z",,"16","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdLdgxOADq/","Humanity for humans","blockedhumanabuses","2023-11-10T06:44:42.000Z",,"0","0"
"For those who say Israel existed before Palestine.
#freepalestine #freepalestinehomeland #palestine #historicalplace #oldmap #geography #nation #stopwar #stopgenocide #palestinewillbefree","https://www.instagram.com/p/CzdLIXjx0Ib/","Ayeshath Phareha","phareha","2023-11-10T06:41:48.000Z","Palestine-Gaza","3","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdLEitOd-7/","Humanity for humans","blockedhumanabuses","2023-11-10T06:41:17.000Z",,"0","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdLazNuCGw/","Humanity for humans","blockedhumanabuses","2023-11-10T06:44:19.000Z",,"0","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdLlAGObnY/","Humanity for humans","blockedhumanabuses","2023-11-10T06:45:43.000Z",,"0","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdLPC8uTFs/","Humanity for humans","blockedhumanabuses","2023-11-10T06:42:43.000Z",,"0","0"
"WE NEED PEACE, NOW, WORLD MAKE IT HAPPEN☮️🕯🙏
Release imprison Palestinian,  release hostages hamas. Stop. Europe apply sanctions,  do your job of protecting citizens and ares part of your responsibility leaders.

Middle East is your responsibility too, to help each others in the region and together find solutions for Peace, make it understand that killing innocents will bring more attacks later, so is really ignorant to do that. 

Civilization evolved 2023. Not cave man "" Netanyahu "", stubborn old man"".

Release Palestinians. Be the better man. Ask Hamas to release hostages,  at same time, not trick,  not killing. No abuse.
Stop.Make Peace now.

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdNAcDOJqk/","Humanity for humans","blockedhumanabuses","2023-11-10T06:58:12.000Z",,"0","0"
"#Gaza_Under_Attack #stopwar","https://www.instagram.com/p/CzdKVYsILMZ/","Jlassi Fadoua","fadoua.jlassi87","2023-11-10T06:34:57.000Z",,"0","0"
"Post Source : @air.force.ua.official

⚡️ ЗНИЩЕНО П’ЯТЬ УДАРНИХ БпЛА та ОДНУ Х-59
➖➖➖➖➖➖➖➖
У ніч на 10 листопада 2023 року російські окупанти атакували ударними БпЛА та керованими авіаційними ракетами.
Загалом було випущено шість ударних БпЛА “Shahed-136/131” з району Приморсько-Ахтарськ (Краснодарський край), одну керовану авіаційну ракету Х-31 та одну КАР Х-59 з повітряного простору окупованої Херсонщини.
💥 Силами та засобами Повітряних Сил, у взаємодії з ППО Сил оборони України, знищено
п’ять ударних БпЛА та одну керовану авіаційну ракету Х-59 в межах Дніпропетровської, Харківської, Миколаївської, Полтавської та Київської областей.
✊ Тримаймо небо!
🇺🇦 Разом – до перемоги!

---------------

⚡️ FIVE ATTACK UAVS AND ONE X-59 WERE DESTROYED
➖➖➖➖➖➖➖➖
On the night of November 10, 2023, the Russian occupiers attacked with attack UAVs and guided air missiles.
In total, six Shahed-136/131 attack UAVs were launched from the Primorsko-Akhtarsk area (Krasnodar Krai), one Kh-31 guided air missile and one Kh-59 guided air missile from the airspace of the occupied Kherson region.
💥 The forces and means of the Air Force, in cooperation with the air defense of the Defense Forces of Ukraine, destroyed
five attack UAVs and one Kh-59 guided air missile in Dnipropetrovsk, Kharkiv, Mykolaiv, Poltava and Kyiv regions.
✊ Let's hold the sky!
🇺🇦 Together – to victory!

---------------

⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇","https://www.instagram.com/p/CzdJV8FSXMy/","JongTae Kim","0hawk_eye0","2023-11-10T06:26:11.000Z",,"7","3"
"Kanada wzywa do powtórzenia wydarzeń Nocy Kryształowej

Studenci na uniwersytecie w Montrealu w Kanadzie stworzyli plakat nawiązujący do wydarzeń Nocy Kryształowej, wzywając do propalestyńskiej demonstracji. Plakat przedstawia ludzi wybijających szyby. Wydarzenie miało odbyć się 9 listopada. 

9 listopada w Montrealu ostrzelano 2 żydowskie szkoły.

Canada calls for a repeat of Kristallnacht events

Students at the University of Montreal in Canada have created a poster referencing the events of Kristallnacht, calling for a pro-Palestinian demonstration. The poster depicts people breaking windows. The event was to take place on 9 November. 

On 9 November, 2 Jewish schools were fired upon in Montreal.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdJxmvIZaZ/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:29:58.000Z",,"5","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdLXcZueer/","Humanity for humans","blockedhumanabuses","2023-11-10T06:43:52.000Z",,"0","0"
"#ceasefire #ceasefireingazanow #stopwar #peace","https://www.instagram.com/p/CzdJFiNrDI7/","Carizma By Ayesha","ayesha_moughal","2023-11-10T06:23:57.000Z","Toronto, Ontario","1","0"
"‘WCNSF’

In past weeks medical professionals have had to coin this new acronym out of necessity. 

#woundedchildnosurvivingfamily #wcnsf 
#stopwar #stopstopstop","https://www.instagram.com/p/CzdHv0mLvLs/","Michèle Heibel","micheleheibel","2023-11-10T06:12:15.000Z",,"32","4"
"""घर पूछता है"" by अक्षुण्णया अनुरूपा(source :https://www.hindipoem.org/home-poem-in-hindi/)

घर पूछता है,
अक्सर यह सवाल,
क्या जाना है तुमने,
कभी मेरा हाल?

या फिर समझ लिया,
ईंट, पत्थर, गारे का
बुत बेज़बान, मकबरे सा
जो हो दीदार-ए-आम!

पीढ़ियाँ दर पीढ़ियाँ,
जो चढ़ीं मेरी सीढ़ियाँ,
आज नहीं देखें कभी,
मेरे जर्जर हालात को।

बचपन की खेली थीं,
खूब मैंने अठ्ठखेलियाँ,
जवानी में भी,कान्हा संग
नाचीं थीं अनेक गोपियाँ।

दूल्हा बना, घोड़ी चढ़ा,
बारात में की कई मैंने मस्तियाँ,
मुँह दिखाई, फिर गोद भराई,
फिर से बचपन था मैं जिया
पइयाँ पइयाँ तू चला,
फिर साइकिल का चक्का बढ़ा,
कार के नीचे कभी न,
तूने पांव था अपना धरा।

फिर समय का वहीं,
चक्का चला,
निरंतर आगे तू बढ़ा,
सपने किए साकार फिर,
न कभी तू पीछे मुड़ा।

मात-पिता जो हैं तेरे,
मन में अपने धीरज धरा,
तेरे नाम का दीया,
मेरे आंगन में सदा जला।

पर तू! क्या तुझे इसका,
भान है ज़रा।
यह न हो तेरे नाम का दीया,
बन जाए उनके अंतिम,
श्वास का दीया क्या है!

मैं तो हूँ केवल,
ईंट, पत्थर का एक ढांचा,
पर क्या नहीं है तुझे,
उनके प्रेम पर मान ज़रा सा?

कुछ तो दे ध्यान तू,
कर उनके प्रेम का मान तू,
आज, हाँ आज….

घर पूछता है,
यह सवाल,
क्या जाना है तुमने,
कभी मेरा हाल?
बोलो, कुछ तो बोलो,
क्या जाना है तुमने,
कभी मेरा हाल?

This painting is from a reference pic (source and inspiration of @praween_karmakar) that reminded me of this poem that I'd read recently. Deep and meaningful. 
I've taken the liberty to add elements to the reference pic that just had a house and a couple of trees..hope you enjoy viewing this one as I did painting it and forgetting the world and it's multiple problems. 

#chitrapatpaper A4, @danielsmithartistsmaterials

#painting
#watercolour
#art
#artwork
#fineart
#limitedpalette
#landscape
#house
#suluboya
#aquarella
#stopwar 
#peace 
#sketch
#tree 
#watercolorpainting 
#80s
#trypainting 
#manishasartwork 
#doityourway 
#create 
#createart 
#beinthemoment","https://www.instagram.com/p/CzdJTi3Pavg/","Manisha","solitaryforays","2023-11-10T06:25:51.000Z",,"16","7"
"The Wars by Cartoonarcadio Esquivel Mayorga

#politoons #artworksofinstagram #editorial #editorialcartoons #poltoons #editorialillustration #cartoonoftheday #cartoonist #political #politicalcartoon #artwork #worldissue #politicalcartoons #politicalcartoonist #cartoons #politics #politicozen #masterpiece #politicalart #art #satire #wars #world #peace #earth #stopwar","https://www.instagram.com/p/CzdJz4CKuY0/","PoliticoZen","politicozen","2023-11-10T06:30:17.000Z",,"2","0"
"Według nieoficjalnych doniesień, dron, który uderzył w szkołę w Ejlacie, przypomina Shahed 136 i pochodzi z Jemenu.

UAV nie został wykryty przez systemy obronne i nie włączył się alarm.

According to unofficial reports, the drone that hit the school in Eilat resembles a Shahed 136 and came from Yemen.

The UAV was not detected by defence systems and no alarm was sounded.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdI4tEIInv/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:22:12.000Z",,"10","0"
"Miteinander zu reden ist besser als aufeinander zu schießen.
STOP ALL WARS!

#stopallwars #stopthewar #stopwar #nowar #nowarineurope #nowarinukraine #nowarinisrael #keinkrieg #keinekriege #keinkriegineuropa #keinkrieginukraine #keinkrieginisrael #worldpeace #peace #peaceandlove #weltfrieden #frieden #friedenfüralle #friedenjetzt #friedenfürdiewelt #friedenstaube #friedenssprüche #sprücheundzitate #zitateundsprüche #liebe #wort #reden #augustinusaurelius #zitat #zitate","https://www.instagram.com/p/CzdHcuINfjn/","Frank Riemann","frankriemannautor","2023-11-10T06:09:38.000Z",,"26","0"
"Free gaza
free palastine
🥺

#stopwar #helpgaza #palastine #palastine🇵🇸 #palastine🇵🇸❤️ #freepalestine🇵🇸 #islamicart #calligraffitty #allahuakbar #arabiccalligraphyart #calligraphylettering #arabiccalligraphyart #arabictypography #islamicpost #ramadankareem #ramdanmubarak #islamicart #arabiccalligraphycanvas #clothingbrand #clothes #fashion ##printmaking #streetart #graffitty #artwork #instagram #graffitti #graffitiart #graffart","https://www.instagram.com/p/CzdH957yJtj/","hashigraphy","hashiiiads","2023-11-10T06:14:10.000Z","Calicut, India","40","3"
"Służby prasowe izraelskiej armii opublikowały kolejny materiał filmowy przedstawiający izraelskich żołnierzy podczas operacji lądowej w Strefie Gazy

The Israeli army press service has released further footage showing Israeli soldiers during a ground operation in the Gaza Strip

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdJlFJIhwI/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:28:15.000Z",,"7","0"
"IDF kontynuują natarcie na miasto Gaza zarówno od północy, jak i od południa wzdłuż wybrzeża.

Najnowsza mapa sytuacji.

IDF continues to advance into Gaza city from both the North, as well as advancing from the South along the coast.

Latest situation map.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdIoGloh7y/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:19:56.000Z",,"7","0"
"Time easily erases the color of days🏖🏝⛱
.
.
.
.

#lokisoriginal #loggo08 #truelokis #iamwhoiam #stopwar #хорошокогдахорошо #utopia #odessa #peace #miami #home #goodlife #vibe #universe #aroundtheworld #universe #enjoy  #ukraine #trip #travel #voyage #enjoyinglife #adventure #view #ukraine # #best-place  #travellerslife #travelphotography#","https://www.instagram.com/p/CzdHHXwoY9j/","𝙄𝙜𝙤𝙧 𝙇𝙤𝙠𝙞𝙨","lokis.ig","2023-11-10T06:06:43.000Z",,"-1","0"
"Izrael intensywnie ostrzeliwuje obszar wokół indonezyjskiego szpitala w Strefie Gazy.

Israel is intensively shelling the area around the Indonesian Hospital in Gaza.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdHjiKIaMQ/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:10:34.000Z",,"5","0"
"Deep Slumber. 
.
.
.
.
.
.
#bcartists #newwestminster #britishcolumbiacanada #opusdailypractice #mixedmediaartist #drawingartist #abstract_artist #paintingartist #collageartist #stochfilm #Vancouverartist #photoartist #coffeeculture #art #artist #stopwar #stopgenocideofukrainians #standwithukraine #graphicart #photoart","https://www.instagram.com/p/CzdKRBgOPg9/","Jerry Stochansky","stochfilm","2023-11-10T06:34:15.000Z","New Westminster, British Columbia","9","0"
"Czołgi IDF nadal posuwają się na ulicę Al Reshad

 📍31.514099 34.425292

 Siły Obronne Izraela posuwają się od południa wzdłuż wybrzeża, przesunęły się o kolejne 900 metrów.  Zaraz dotrą do szpitala Shifa

 Jeśli nastąpi postęp z północy, Gaza nie będzie już połączona z morzem.

IDF tanks continue to advance on Al Reshad street

 📍31.514099 34.425292

 Israeli Defence Forces are advancing from the south along the coast, they have moved another 900 metres.  They are about to reach the Shifa hospital

 If there is an advance from the north, Gaza will no longer be connected to the sea.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdGbjJoAgG/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:00:44.000Z",,"12","0"
"I want to hear you say ""FUCK ZIONIST"" this is about humanity. STOP THE WAR! THE CHILDREN NEED SCHOOL! CHILDREN NEED FAMILY!

#fuckzionism #freepalestine #stopwar","https://www.instagram.com/p/CzdGw7oSAYI/","S T A I M O N S T A","staim666","2023-11-10T06:03:39.000Z",,"29","2"
"Les épouses des guerriers (21x30)
#collage
#art
#collages
#collageart
#collageanalogico
#collageoftheday
#collagesaurelio
#artwork
#collagepaper 
#collagepapier
#stopwar 
#peace 
#paix","https://www.instagram.com/p/CzdIYmGKOmb/","Aurelio Pja","collagesaurelio","2023-11-10T06:17:49.000Z",,"65","2"
"Post Source : 
АрміяInform
@armyinform
https://armyinform.com.ua/tag/stoprussia

Сили оборони за добу знищили ще 800 російських загарбників
Прочитаєте за : < 1 хв. 10 Листопада 2023, 8:03

Загальні бойові втрати противника з 24.02.22 по 10.11.23 орієнтовно становлять:

особового складу ‒ 309520 (+800) осіб ліквідовано
танків ‒ 5317 (+1)
бойових броньованих машин ‒ 10017 (+3)
артилерійських систем ‒ 7489 (+14)
РСЗВ ‒ 877 (+2)
засоби ППО ‒ 578 (+1)
літаків ‒ 322 (0)
гелікоптерів ‒ 324 (0)
БПЛА оперативно-тактичного рівня ‒ 5595 (+2)
крилаті ракети ‒ 1558 (+1)
кораблі / катери ‒ 20 (0)
підводні човни ‒ 1 (0)
автомобільної техніки та автоцистерн ‒ 9876 (+23)
спеціальна техніка ‒ 1060 (+1)
Дані уточнюються…

Бий окупанта! Разом переможемо! Наша сила – в правді!

Джерело : Генеральний штаб Збройних Сил України станом на 10.11.23.

#Ukraine #stoprussia #StopWar #Russian #UkraineWar #ukrainewar #війнавукраїні #stopputin #russia #peace in ukraine #invasion of russia #russia is a terrorist state

Долучайтесь до наших сторінок у соціальних мережах : 👇

🌐 https://t.me/armyofukraine
🌐 https://twitter.com/armyinformcomua
🌐 https://www.threads.net/@armyinform
🌐 https://www.instagram.com/armyinform
🌐 https://www.facebook.com/iamo.armyinform
🌐 https://www.youtube.com/channel/UCh1JfbpcXFETuEMhOlllVhw","https://www.instagram.com/p/CzdJmtzSKv0/","JongTae Kim","0hawk_eye0","2023-11-10T06:28:29.000Z",,"9","3"
"Keiko Regina 9A/21

#pendidikan #domenicosavio #stopwar #stopkekerasan #luarbiasa #pendidikankarakter @adimbahgendheng","https://www.instagram.com/p/CzdGX6fy89m/","keikoww","keikour","2023-11-10T06:00:14.000Z",,"1","2"
"+++ 💪🏼 FRESHMAN DOMINIERT 💪🏼 +++
•
@fux.david steuert zum 93:80 von @rhodymbb (2-0) vs Fairfield mit 1️⃣5️⃣ Pts/1️⃣1️⃣ Reb ein Double-Double bei. Weiters 4 Ass/3 Stl in 24 Min. 
•
🎥📸 @rhodymbb 
#GoRhody #collegebasketball #studentathlete #ncaa #representingaustria 🇦🇹 #instabasketball #instanews #instaaktuell #BasketballRotWeissRot #NewBasketballRotWeissRot #JordanYear #stopwar","https://www.instagram.com/p/CzdHHdDA0BC/","BasketballRotWeissRot 🏀🔴⚪️🔴","basketballrotweissrot","2023-11-10T06:06:44.000Z","Ryan Center","99","0"
"Izraelski nalot w Dżeninie zabija co najmniej 14 osób
Wzrost liczby ofiar śmiertelnych oznacza, że w czwartek siły izraelskie zabiły 18 Palestyńczyków na okupowanym Zachodnim Brzegu Jordanu.

Israeli raid in Jenin kills at least 14 people
The rise in the death toll means that 18 Palestinians have been killed by Israeli forces in the occupied West Bank on Thursday.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdHz-CoSuS/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:12:48.000Z",,"7","0"
"WE NEED PEACE,  WORLD MAKE IT HAPPEN☮️🕯🙏

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdMFlkO7PF/","Humanity for humans","blockedhumanabuses","2023-11-10T06:50:10.000Z",,"0","0"
"Czołgi IDF na ulicy Al-Rashid, dzielnica Sheikh Ijlin, Gaza.

IDF tanks at Al-Rashid Street, Sheikh Ijlin neighborhood, Gaza.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdGDmgoCCY/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T05:57:28.000Z",,"8","0"
"Nowe izraelskie bombardowanie w dzielnicy Jourat Al-Dhahab w obozie Jenin.

New Israeli bombing in the Jourat Al-Dhahab neighborhood inside Jenin camp.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdG0RboUoQ/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:04:07.000Z",,"6","0"
"久しぶりに見る空の表情⛅👍

きっと見えない方が良い事も多いから、心って見えないところにあるのでは😆⁉️

全ての人に平等な表情をみせる太陽も、きっと明日は笑顔で✨☀️✨

オススメのご紹介です🍺🍶🦀🦐🦑🐙🦪😋

〇コリコリと良い食感｢活つぶ貝刺｣数あるツブ貝の中で(真つぶ)と呼ばれるエゾボラ貝、ツブとは(小さな貝)という意味で色んな貝の総称なのです
〇トントンと薬味を入れて叩いた｢さんまナメロウ｣大きさは充分ですが、少し脂気が足りないのではこんな食べ方はいかが？かと
〇グツグツと｢ほたて味噌焼き｣東北にお邪魔した際に食べたあの味を再現
〇アツアツでトローリ｢ウニクリームコロッケ｣1人前2個入り、アッツいので注意して召し上がって下さい
〇江戸前の釣物カレイで｢かれいライス｣カレイの五目炊き込み御飯、味噌汁おしんこ付き

人の機嫌を自分でとれる人って素敵ですよね😁💕

人の笑顔作りが好き、そんな素敵なアナタを探しています

《スタッフ大募集》
｢味処のぼる｣で一緒に働いてみませんか？

週2～1日3h～経験不問
時給1150円～昇給随時
#おいしい賄い 付き
調理補助、洗い場、接客

〒179-0073
東京都練馬区田柄2-51-7  1F
東武東上線 #下赤塚 駅南口から徒歩3分
地下鉄有楽町線 #地下鉄赤塚 駅から徒歩2分
TEL 03(3977)3562
定休日　月曜日
担当　白田(シラタ)まで
お電話かDMでお願いいたします

本日も釣りバカ店長が笑顔でお待ちしております🙇

#アルバイト募集
#刺身
#刺身盛り合わせ
#活魚
#魚のおいしい居酒屋
#釣りバカ店長
#のぼる
#味処のぼる
#地下鉄赤塚
#下赤塚
#生ビール
#日本酒
#おでん
#お客様に感謝
#医療従事者へ感謝
#nowar
#stopwar","https://www.instagram.com/p/CzdE_zISmzi/","下赤塚　味処のぼる【魚のおいしい居酒屋】","noboru1995.7.21","2023-11-10T05:48:13.000Z","味処 のぼる","69","0"
"#trendingposts #freepalestine🇵🇸 #stopwar #stopkillinginnocentpeople #viralit","https://www.instagram.com/p/CzdI4vNNmTY/","Waleed Ahmad 🇵🇰","waleedkhattak22","2023-11-10T06:22:12.000Z",,"1","0"
"WE NEED PEACE, NOW, WORLD MAKE IT HAPPEN☮️🕯🙏
Release imprison Palestinian,  release hostages hamas. Stop. Europe apply sanctions,  do your job of protecting citizens and ares part of your responsibility leaders.

Middle East is your responsibility too, to help each others in the region and together find solutions for Peace, make it understand that killing innocents will bring more attacks later, so is really ignorant to do that. 

Civilization evolved 2023. Not cave man "" Netanyahu "", stubborn old man"".

Release Palestinians. Be the better man. Ask Hamas to release hostages,  at same time, not trick,  not killing. No abuse.
Stop.Make Peace now.

#humanrights #humanityfirst #abuse #inhumane #gaza #palestinian #stealed #landscapephotography #land #stopwar #leaders #king #primeminister #president #journalist #queen #girls #momlife #viralvideos #viral #europe #flowers #cake #donations #help #world","https://www.instagram.com/p/CzdNKjyuLzo/","Humanity for humans","blockedhumanabuses","2023-11-10T06:59:35.000Z",,"0","0"
"UNICEF: Dzieci w Strefie Gazy nie mają ani jedzenia, ani czystej wody do picia

UNICEF: Children in Gaza have neither food nor clean water to drink

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdGhoBITPo/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:01:34.000Z",,"5","0"
"Walaupun gambarnya jelek, semoga pesannya bisa tersampaikan

#palestine #palestina #gaza #stopwar #freepalestine #indonesia #ceasefirenow🇵🇸 
@cordova.media @lampuislam @eye.on.palestine","https://www.instagram.com/p/CzdFgMApA_S/","Uzumaki Bayu","nurbayuts","2023-11-10T05:52:38.000Z",,"7","0"
"#freepalestine #🇵🇸فلسطين 🥺🇵🇸

#allahuakbar #palestine #freepalestine #falastin #فلسطين #gazaunderattack #gaza #standwithpalestine #gazagenocide #🇵🇸فلسطين #gazapalestine # #savepalestine #savegaza #boycottisrael #boycottpepsi #boycottstarbucks #boycottamazon #boycottmcdonalds #boycottpuma #stopislamophobia #stopwar #gaza #instagram #photooftheday #savealquds","https://www.instagram.com/p/CzdGqLgoNsW/","انيش ރ ❤️✨🥀","prince__belim__110","2023-11-10T06:02:44.000Z","Palestine  فلسطين","64","1"
"Od wczoraj Izrael zgadza się na tymczasowe zawieszenie broni w północnej Strefie Gazy na 4 godziny dziennie .

Since yesterday, Israel has agreed to a temporary ceasefire in northern Gaza for 4 hours a day .

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdHUjUofy_/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:08:31.000Z",,"6","0"
"#stopwar#freepalestine","https://www.instagram.com/p/CzdCg6HIdQM/","S Raaj","isdfrajpoot","2023-11-10T05:26:31.000Z",,"0","0"
"Children in shock after serviving Israeli airstrikes 💔 
#stopwar 
#StopGenocide 
#FreeGaza 
#UN 
#PrayForPalestine","https://www.instagram.com/p/CzdBjMfASh6/","Javed Khaana","javedkhaana","2023-11-10T05:18:13.000Z",,"4","2"
"🇾🇪 Masowa demonstracja poparcia dla Palestyńczyków odbędzie się dziś, 10 listopada, na lotnisku w Sanie, stolicy Jemenu 

🇾🇪 A mass demonstration in support of the Palestinians will take place today, 10 November, at the airport in Sanaa, Yemen's capital 

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzdJXv_o6Os/","Kroniki wojenne","izrael_strefa_gazy","2023-11-10T06:26:26.000Z",,"4","0"
